chassis,model,mul_id,year,BV,cost,level,techBase,techRating,type,subtype,omni,engine,engineRating,source,role,armorType,structureType,armor,armorPer,structure,heat,dissipation,dissipationEfficiency,moveType,walk,maxWalk,jump,maxJump,umu,c3,dpt,firepower,firepower (no oneshots),maxRange,components,quirks,cargo,dropshipCapacity,escapePods,lifeBoats,gravDecks,sailIntegrity,kfIntegrity
Annihilator,C 2,45,2850,2722,9941167,Standard,Clan,F/X-F-D-D,Mek,BattleMek,0, Fusion,200,His:OK,Sniper,Standard Armor,Endo Steel,256,83,152,21,22,1,Biped,2,2,0,0,0,None,80,80,80,23,"1xCASE:RA, 1xGauss Rifle:RT, 2xGauss Ammo:LT, 1xER PPC:CT, 1xCASE:LT, 3xGauss Ammo:RA, 1xGauss Rifle:LA, 1xCASE:RT, 1xER Small Laser:HD, 1xGauss Rifle:RA, 3xGauss Ammo:LA, 2xGauss Ammo:RT, 1xCASE:LA, 1xGauss Rifle:LT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine",Easy to Maintain,,,,,,,
Annihilator,C 'Gausszilla',44,2844,2455,9776667,Standard,Clan,F/X-F-D-D,Mek,BattleMek,0, Fusion,200,His:OK,Juggernaut,Standard Armor,Endo Steel,216,70,152,5,20,15,Biped,2,2,0,0,0,None,75,75,75,22,"1xCASE:RA, 2xGauss Rifle:RT, 4xGauss Ammo:LT, 1xGauss Rifle:RA, 2xGauss Ammo:LA, 1xCASE:LT, 1xCASE:LA, 1xGauss Rifle:LT, 2xGauss Ammo:RA, 1xGauss Rifle:LA, 1xCASE:RT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine",Easy to Maintain,,,,,,,
Anubis,ABS-3L,3702,3063,951,5153525,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, XL,240,TR:3067,Missile Boat,Stealth,Endo Steel,88,84,51,10,20,10,Biped,8,8,0,0,0,None,15.7,23,23,21,"2xLRM 5:LT, 1xECM Suite (Guardian):CT, 1xER Small Laser:LA, 1xLRM 5 Ammo:LT, 2xLRM 5:RT, 1xStealth Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine","Extended Torso Twist, Difficult to Maintain, Exposed Actuators",,,,,,,
Anubis,ABS-3MC,5562,3081,1074,6010940,Standard,Inner Sphere,F/X-X-F-E,Mek,BattleMek,0, XL,240,XTR:Periphery,Missile Boat,Stealth,Endo Steel,88,84,51,14,20,6,Biped,8,8,0,0,0,None,16.3,20,20,21,"1xEnhanced LRM 5:LT, 1xER Medium Laser:LA, 1xNLRM 5 Ammo:LT, 1xER Medium Laser:RA, 1xEnhanced LRM 5:RT, 1xAngel ECM Suite:CT, 1xStealth Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine","Extended Torso Twist, Difficult to Maintain, Exposed Actuators, Prototype",,,,,,,
Anubis,ABS-3R,3703,3064,970,5270525,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, XL,240,TR:3067,Missile Boat,Stealth,Endo Steel,105,100,51,17,20,3,Biped,8,8,0,0,0,None,11.9,53,13,21,"1xLRM 5:LT, 1xRocket Launcher 15:LT, 1xRocket Launcher 15:RT, 1xECM Suite (Guardian):CT, 1xER Small Laser:LA, 1xRocket Launcher 10:LA, 1xLRM 5 Ammo:LT, 1xLRM 5:RT, 1xStealth Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine","Extended Torso Twist, Difficult to Maintain, Exposed Actuators",,,,,,,
Anubis,ABS-3T,3704,3067,1150,5440175,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, XL,240,TR:3067,Striker,Stealth,Endo Steel,88,84,51,24,24,0,Biped,8,8,0,0,0,None,21,21,21,19,"1xER Large Laser:RA, 1xER Medium Laser:LA, 1xECM Suite (Guardian):CT, 1xER Small Laser:LA, 1xER Medium Laser:RA, 1xStealth Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine","Extended Torso Twist, Difficult to Maintain, Exposed Actuators",,,,,,,
Anubis,ABS-4C,5656,3082,833,5274750,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, XL,240,RS:3067u,Missile Boat,Stealth,Endo Steel,96,91,51,10,20,10,Biped,8,8,0,0,0,None,18.7,26,26,5,"1xMML 5:LT, 1xER Small Laser:RA, 1xMML 5/LRM Ammo:LT, 1xMML 5:RT, 1xECM Suite (Guardian):CT, 1xER Small Laser:LA, 1xMML 5/SRM Ammo:LT, 1xStealth Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine","Extended Torso Twist, Difficult to Maintain, Exposed Actuators",,,,,,,
Anubis,ABS-5Y,6453,3121,1042,5138900,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, XL,210,TR:3145:CC,Missile Boat,Stealth,Endo Steel,88,84,51,14,20,6,Biped,7,7,0,0,0,None,16.3,20,20,21,"1xLRM 5 Ammo:RT, 1xLRM 5:LT, 1xLight PPC:LA, 1xECM Suite (Guardian):CT, 1xLight PPC:RA, 1xLRM 5:RT, 1xStealth Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine","Extended Torso Twist, Difficult to Maintain, Exposed Actuators",,,,,,,
Anubis,ABS-5Z,6454,3124,1066,5274100,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, XL,210,TR:3145:CC,Striker,Stealth,Endo Steel,104,99,51,16,20,4,Biped,7,7,0,0,0,None,20.5,26,26,15,"1xER Medium Laser:LA, 1xECM Suite (Guardian):CT, 1xStreak SRM 4 Ammo:RT, 1xER Medium Laser:RA, 1xStreak SRM 4:RT, 1xStreak SRM 4:LT, 1xTAG:HD, 1xStealth Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine","Extended Torso Twist, Difficult to Maintain, Exposed Actuators",,,,,,,
Anvil,ANV-3M,48,3055,1441,5856960,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, Fusion,300,TR:3055U,Skirmisher,Standard Armor,Endo Steel,152,76,99,26,24,-2,Biped,5,5,3,3,0,None,25.8,28,28,10,"1xMedium Laser:HD, 1xLarge Pulse Laser:RT, 1xECM Suite (Guardian):RT, 1xLarge Pulse Laser:LT, 1xMedium Laser:CT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine","Extended Torso Twist, Improved Targeting (Medium)",,,,,,,
Anvil,ANV-3R,49,3067,1496,5732160,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, Fusion,300,TR:3055U,Skirmisher,Standard Armor,Endo Steel,200,100,99,26,24,-2,Biped,5,5,0,0,0,None,25.8,28,28,10,"1xMedium Laser:HD, 1xLarge Pulse Laser:RT, 1xECM Suite (Guardian):RT, 1xLarge Pulse Laser:LT, 1xMedium Laser:CT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine","Extended Torso Twist, Improved Targeting (Medium)",,,,,,,
Anvil,ANV-5M,50,3057,1687,6372160,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, Fusion,300,TR:3055U,Skirmisher,Standard Armor,Endo Steel,152,76,99,36,24,-12,Biped,5,5,5,5,0,None,24,36,36,19,"1xMedium Laser:HD, 1xER Large Laser:RT, 1xECM Suite (Guardian):RT, 1xMedium Laser:RT, 1xMedium Laser:CT, 1xMedium Laser:LT, 1xER Large Laser:LT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine","Extended Torso Twist, Improved Targeting (Medium)",,,,,,,
Anvil,ANV-5Q,51,3067,1336,5548160,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, Fusion,300,TR:3055U,Skirmisher,Standard Armor,Endo Steel,144,72,99,26,28,2,Biped,5,5,3,3,0,None,28,28,28,10,"1xMedium Laser:HD, 1xLarge Pulse Laser:RT, 1xLarge Pulse Laser:LT, 1xMedium Laser:CT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine","Extended Torso Twist, Improved Targeting (Medium)",,,,,,,
Anvil,ANV-6M,52,3058,1366,5872960,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, Fusion,300,TR:3055U,Skirmisher,Standard Armor,Endo Steel,152,76,99,23,24,1,Biped,5,5,3,3,0,None,23,23,23,15,"1xLarge Pulse Laser:RT, 1xECM Suite (Guardian):RT, 1xLarge Pulse Laser:LT, 1xMedium Laser:CT, 1xTAG:HD, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine","Extended Torso Twist, Improved Targeting (Medium)",,,,,,,
Anvil,ANV-8M,53,3060,1690,7156480,Advanced,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, Fusion,240,TR:3055U,Missile Boat,Standard Armor,Endo Steel,152,76,99,32,20,-12,Biped,4,4,0,0,0,None,23.8,38,38,19,"1xER Medium Laser:LA, 3xArrow IV Ammo:LT, 1xArrow IV:RT/RA, 1xECM Suite (Guardian):CT, 1xCASE:LT, 1xER Large Laser:LA, 1xER Medium Laser:HD, 1xMASC:LT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine","Extended Torso Twist, Improved Targeting (Medium)",,,,,,,
Anzu,ZU-G60,6510,3098,1503,10990400,Standard,Inner Sphere,E/X-X-F-D,Mek,BattleMek,0, XL,240,TR:3145:FWL,Sniper,Standard Armor,Endo Steel,176,88,99,27,20,-7,Biped,4,4,4,4,0,None,22.6,40,40,21,"1xUltra AC/10:LA, 2xLRM 10 Ammo:LT, 1xPPC Capacitor:RA, 3xUltra AC/10 Ammo:LT, 1xER Medium Laser:RA, 1xLRM 10:LT, 1xLight PPC:RA, 1xCASE II:LT, 1xTAG:HD, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine","Improved Life Support, Multi-Trac",,,,,,,
Anzu,ZU-J70,6511,3106,1680,11158800,Standard,Inner Sphere,E/X-X-F-D,Mek,BattleMek,0, XL,240,TR:3145:FWL,Skirmisher,Standard Armor,Endo Steel,176,88,99,27,20,-7,Biped,4,4,4,4,0,None,31.7,62,62,15,"1xRotary AC/5:LA, 2xRAC/5 Ammo:LT, 1xER Small Laser:HD, 2xRAC/5 Ammo:LA, 1xMML 7:LT, 1xMML 7/LRM Ammo:LT, 1xMML 7/SRM Ammo:LT, 1xER Medium Laser:RA, 1xSnub-Nose PPC:RA, 1xCASE II:LT, 1xCASE II:LA, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine","Improved Life Support, Multi-Trac",,,,,,,
Apollo,APL-1M,54,3054,1207,5052173,Standard,Inner Sphere,E/X-X-D-D,Mek,BattleMek,0, Fusion,220,TR:3055U,Missile Boat,Standard Armor,Standard,184,99,91,14,20,6,Biped,4,4,0,0,0,None,25,36,36,21,"1xLRM 15:LT, 2xLRM 15 Artemis Ammo:LT, 1xArtemis IV FCS:LT, 1xLRM 15:RT, 2xLRM 15 Artemis Ammo:RT, 2xSmall Pulse Laser:CT, 1xArtemis IV FCS:RT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine","Fast Reload, Rugged (1 Point)",,,,,,,
Apollo,APL-1R,55,3056,1148,4649173,Standard,Inner Sphere,E/X-X-D-D,Mek,BattleMek,0, Fusion,220,TR:3055U,Missile Boat,Standard Armor,Standard,184,99,91,14,20,6,Biped,4,4,0,0,0,None,25,36,36,21,"1xLRM 15:LT, 3xLRM 15 Ammo:LT, 1xLRM 15:RT, 2xSmall Pulse Laser:CT, 3xLRM 15 Ammo:RT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine","Fast Reload, Rugged (1 Point)",,,,,,,
Apollo,APL-2S,56,3056,1283,5126573,Standard,Inner Sphere,E/X-X-D-D,Mek,BattleMek,0, Fusion,220,TR:3055U,Missile Boat,Standard Armor,Standard,184,99,91,16,20,4,Biped,4,4,0,0,0,None,29,40,40,21,"1xLRM 15:LT, 2xLRM 15 Artemis Ammo:LT, 1xArtemis IV FCS:LT, 2xMedium Laser:CT, 1xLRM 15:RT, 2xLRM 15 Artemis Ammo:RT, 1xArtemis IV FCS:RT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine","Fast Reload, Rugged (1 Point)",,,,,,,
Apollo,APL-3T,57,3057,1240,5080073,Standard,Inner Sphere,E/X-X-D-D,Mek,BattleMek,0, Fusion,220,TR:3055U,Missile Boat,Standard Armor,Standard,184,99,91,22,20,-2,Biped,4,4,0,0,0,None,31.5,42,42,21,"1xMedium Pulse Laser:LA, 1xArtemis IV FCS:LT, 2xLRM 10 Artemis Ammo:RT, 1xLRM 10:LT, 2xMedium Laser:CT, 1xLRM 10:RT, 1xMedium Pulse Laser:RA, 1xArtemis IV FCS:RT, 2xLRM 10 Artemis Ammo:LT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine","Fast Reload, Rugged (1 Point)",,,,,,,
Apollo,APL-4M,3706,3083,1302,10072623,Standard,Inner Sphere,E/X-X-F-E,Mek,BattleMek,0, XL,220,TR:Proto,Missile Boat,Ferro-Fibrous,Composite,179,97,91,21,20,-1,Biped,4,4,0,0,0,None,22.9,35,35,38,"1xExtended LRM 15:RT, 2xELRM 15 Ammo:RT, 1xExtended LRM 15:LT, 2xELRM 15 Ammo:LT, 1xER Medium Laser:HD, 1xCASE II:RT, 1xCASE II:LT, 1xFerro-Fibrous Armor:Armor, 1xComposite Structure:Structure, 1x XL Engine:Engine","Fast Reload, Rugged (1 Point), Difficult to Maintain",,,,,,,
Aquagladius,AQS-3,58,3065,834,8418750,Experimental,Inner Sphere,E/X-X-F-E,Mek,BattleMek,0, Light,300,TR:3055U,Striker,Light Ferro-Fibrous,Endo Steel,161,95,83,6,20,14,Biped,6,6,0,0,5,None,1,1,1,4,"1xFlail:RA, 1xBattleMech/Vehicle HarJel System:CT, 1xBattleMech Taser:LA, 3xTaser Ammo:LT, 1xBattleMech/Vehicle HarJel System:RT, 1xBattleMech/Vehicle HarJel System:LT, 1xLight Ferro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x Light Engine:Engine","Difficult Ejection, Difficult to Maintain",,,,,,,
Aquagladius,AQS-4,59,3066,1486,9013500,Advanced,Inner Sphere,E/X-X-E-E,Mek,BattleMek,0, Light,300,TR:3055U,Striker,Light Ferro-Fibrous,Endo Steel,169,100,83,34,20,-14,Biped,6,6,0,0,6,None,17.1,29,29,15,"1xBattleMech/Vehicle HarJel System:CT, 4xER Medium Laser:RA, 1xBattleMech/Vehicle HarJel System:RT, 1xBattleMech/Vehicle HarJel System:LT, 1xLarge X-Pulse Laser:LA, 1xLight Ferro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x Light Engine:Engine","Difficult Ejection, Difficult to Maintain",,,,,,,
Aquagladius,AQS-5 MAM,8108,3090,1946,35389500,Advanced,Inner Sphere,F/X-X-F-E,Mek,BattleMek,0, XXL,300,XTR:Caveat,Skirmisher,Patchwork,Composite,144,85,83,34,20,-14,Biped,6,7,0,0,6,None,17.1,29,29,18,"1xPPC Capacitor:LA, 1xTriple Strength Myomer:LT, 1xTriple Strength Myomer:LA, 1xMASS:HD, 1xTriple Strength Myomer:RL, 1xTriple Strength Myomer:RA, 1xTriple Strength Myomer:LL, 1xHeavy PPC:LA, 2xSmall VSP Laser:RA, 2xER Flamer:RA, 1xTriple Strength Myomer:RT, 1xPatchwork Armor:Armor, 1xComposite Structure:Structure, 1x XXL Engine:Engine","Difficult Ejection, Difficult to Maintain",,,,,,,
Arbalest,,62,3077,1029,2515417,Standard,Clan,F/X-X-D-D,Mek,BattleMek,0, Fusion,125,TR:3085,Missile Boat,Standard Armor,Standard,56,63,43,18,20,2,Biped,5,5,0,0,0,None,26.6,34,34,21,"1xER Medium Laser:LA, 1xLRM 10 Ammo:LT, 1xER Medium Laser:RA, 1xCASE:LT, 1xLRM 10:LT, 1xLRM 10:RT, 1xLRM 10 Ammo:RT, 1xECM Suite:HD, 1xCASE:RT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine",Easy to Maintain,,,,,,,
Arbalest,2,60,3079,1098,2477917,Standard,Clan,F/X-X-E-D,Mek,BattleMek,0, Fusion,125,TR:3085,Missile Boat,Standard Armor,Standard,89,100,43,14,20,6,Biped,5,5,0,0,0,None,20.3,24,24,21,"1xER Medium Laser:LA, 1xER Medium Laser:RA, 1xLRM 10:RT, 1xLRM 10 Ammo:RT, 1xECM Suite:HD, 1xMASC:LT, 1xCASE:RT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine",Easy to Maintain,,,,,,,
Arbalest,3,61,3081,921,2190417,Standard,Clan,F/X-X-D-D,Mek,BattleMek,0, Fusion,125,TR:3085,Brawler,Ferro-Fibrous,Standard,86,97,43,16,20,4,Biped,5,5,0,0,0,None,32.6,40,40,21,"2xER Small Laser:RA, 1xLRM 10 Ammo:LT, 2xER Small Laser:LA, 1xCASE:LT, 1xLRM 10:LT, 1xLRM 10:RT, 1xLRM 10 Ammo:RT, 1xCASE:RT, 1xFerro-Fibrous Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine",Easy to Maintain,,,,,,,
Arcas,,3717,3061,2484,14777950,Standard,Clan,F/X-X-D-D,Mek,BattleMek,0, XL,325,TR:3067,Skirmisher,Standard Armor,Endo Steel,211,100,104,41,30,-11,Biped,5,5,5,5,0,None,36.4,58,58,25,"1xER Large Laser:RA, 1xMedium Pulse Laser:RT, 1xMedium Pulse Laser:LT, 1xStreak SRM 4 Ammo:RT, 1xER Large Laser:LA, 1xStreak SRM 4:RT, 1xStreak SRM 4:CT, 1xStreak SRM 4:LT, 1xCASE:RT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine",Protected Actuators,,,,,,,
Arcas,2,3718,3061,2835,14520550,Standard,Clan,F/X-X-D-D,Mek,BattleMek,0, XL,325,TR:3067,Skirmisher,Standard Armor,Endo Steel,211,100,104,38,36,-2,Biped,5,5,5,5,0,None,41.7,44,44,23,"1xER PPC:LA, 1xMedium Pulse Laser:RT, 1xMedium Pulse Laser:LT, 1xER PPC:RA, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine",Protected Actuators,,,,,,,
Arcas,3,5686,3078,2305,16490155,Standard,Clan,F/X-X-E-D,Mek,BattleMek,0, XL,325,TR:J,Skirmisher,Ferro-Fibrous,Endo Steel,201,95,104,29,30,1,Biped,5,5,7,7,0,None,38.3,38,38,15,"1xMedium Pulse Laser:RT, 1xMedium Pulse Laser:LT, 1xStreak SRM 4 Ammo:RT, 1xHeavy Large Laser:RA, 1xStreak SRM 4:RT, 1xTargeting Computer:LT, 1xCASE:RT, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine",Protected Actuators,,,,,,,
Archangel,C-ANG-O (Berith),64,3072,2060,23085000,Standard,Inner Sphere,E/X-X-F-X,Mek,BattleMek Omni,1, Compact,300,SB:W&B,Juggernaut,Standard Armor,Endo Steel,307,100,152,57,38,-19,Biped,3,3,0,0,0,C3i,29.3,44,44,18,"2xPPC Capacitor:LA, 1xMedium VSP Laser:CT, 1xC3i:CT, 1xHeavy PPC:RA, 2xLight PPC:LA, 1xPPC Capacitor:RA, 1xSnub-Nose PPC:HD, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x Compact Engine:Engine","Command Mech, Improved Communications, Improved Sensors, Bad Reputation (Inner Sphere), Bad Reputation (Clan)",,,,,,,
Archangel,C-ANG-O Invictus,65,3069,2237,21902500,Standard,Inner Sphere,E/X-X-E-X,Mek,BattleMek Omni,1, Compact,300,TR:3075,Sniper,Standard Armor,Endo Steel,307,100,152,25,26,1,Biped,3,3,3,3,0,C3i,27.5,25,25,18,"2xPlasma Rifle Ammo:CT, 1xC3i:CT, 1xHeavy PPC:RA, 1xPlasma Rifle:HD, 1xECM Suite (Guardian):CT, 1xRetractable Blade:LA, 1xTargeting Computer:LT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x Compact Engine:Engine","Command Mech, Improved Communications, Improved Sensors, Bad Reputation (Inner Sphere), Bad Reputation (Clan)",,,,,,,
Archangel,C-ANG-OA Dominus,66,3069,2134,21750000,Standard,Inner Sphere,E/X-X-F-X,Mek,BattleMek Omni,1, Compact,300,TR:3075,Juggernaut,Standard Armor,Endo Steel,307,100,152,50,40,-10,Biped,3,3,0,0,0,C3i,40,50,50,18,"1xC3i:CT, 1xHeavy PPC:RA, 1xHeavy PPC:LA, 2xER Medium Laser:CT, 1xSnub-Nose PPC:HD, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x Compact Engine:Engine","Command Mech, Improved Communications, Improved Sensors, Bad Reputation (Inner Sphere), Bad Reputation (Clan)",,,,,,,
Archangel,C-ANG-OB Infernus,67,3069,2069,22225000,Standard,Inner Sphere,E/X-X-F-X,Mek,BattleMek Omni,1, Compact,300,TR:3075,Sniper,Standard Armor,Endo Steel,307,100,152,45,40,-5,Biped,3,3,0,0,0,C3i,40,45,45,18,"1xC3i:CT, 1xHeavy PPC:RA, 2xLight PPC:LA, 1xSnub-Nose PPC:CT, 1xSnub-Nose PPC:HD, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x Compact Engine:Engine","Command Mech, Improved Communications, Improved Sensors, Bad Reputation (Inner Sphere), Bad Reputation (Clan)",,,,,,,
Archangel,C-ANG-OC Comminus,68,3069,2010,22318125,Standard,Inner Sphere,E/X-X-E-X,Mek,BattleMek Omni,1, Compact,300,TR:3075,Juggernaut,Standard Armor,Endo Steel,307,100,152,36,30,-6,Biped,3,3,0,0,0,C3i,53.2,93,93,15,"1xECM Suite (Guardian):HD, 1xC3i:CT, 1xMRM 40:LA, 1xER Medium Laser:LT, 2xMRM 40 Ammo:RT, 1xCASE:LT, 2xMRM 40 Ammo:LT, 1xER Medium Laser:RT, 1xMRM 40:RA, 1xCASE:RT, 1xER Small Laser:CT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x Compact Engine:Engine","Command Mech, Improved Communications, Improved Sensors, Bad Reputation (Inner Sphere), Bad Reputation (Clan)",,,,,,,
Archangel,C-ANG-OD Luminos,69,3069,2105,22423125,Standard,Inner Sphere,E/X-X-E-X,Mek,BattleMek Omni,1, Compact,300,TR:3075,Juggernaut,Standard Armor,Endo Steel,307,100,152,50,34,-16,Biped,3,3,3,3,0,C3i,34,50,50,23,"1xER PPC:LA, 2xMedium Pulse Laser:RT, 1xER Small Laser:HD, 1xC3i:CT, 1xMedium Pulse Laser:LT, 1xER PPC:RA, 1xMedium Pulse Laser:HD, 1xSmall Pulse Laser:CT, 1xECM Suite (Guardian):LT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x Compact Engine:Engine","Command Mech, Improved Communications, Improved Sensors, Bad Reputation (Inner Sphere), Bad Reputation (Clan)",,,,,,,
Archangel,C-ANG-OE Eminus,70,3072,2097,21916250,Standard,Inner Sphere,E/X-X-E-X,Mek,BattleMek Omni,1, Compact,300,TR:3075,Sniper,Standard Armor,Endo Steel,307,100,152,51,38,-13,Biped,3,3,0,0,0,C3i,32,39,39,23,"1xER PPC:LA, 1xC3i:CT, 1xER Large Laser:HD, 1xER Small Laser:LT, 1xLight PPC:CT, 1xER PPC:RA, 1xTargeting Computer:LT, 1xER Small Laser:RT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x Compact Engine:Engine","Command Mech, Improved Communications, Improved Sensors, Bad Reputation (Inner Sphere), Bad Reputation (Clan)",,,,,,,
Archangel,C-ANG-OS Caelestis,71,3075,2026,21463750,Standard,Mixed,F/X-X-F-X,Mek,BattleMek Omni,1, Compact,300,JSBD,Juggernaut,Standard Armor,Endo Steel,307,100,152,59,34,-25,Biped,3,3,0,0,0,C3i,30.5,53,53,18,"1xC3i:CT, 1xBlazer Cannon:LT, 1xThunderbolt 10:RA, 2xER Small Laser:LA, 1xThunderbolt 10 Ammo:RA, 1xBlazer Cannon:RT, 2xER Flamer:HD, 2xER Medium Laser:CT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x Compact Engine:Engine","Command Mech, Improved Communications, Improved Sensors, Bad Reputation (Inner Sphere), Bad Reputation (Clan)",,,,,,,
Archer,(Wolf),72,3055,2365,8523573,Standard,Clan,F/X-X-D-D,Mek,BattleMek,0, Fusion,280,RG10,Missile Boat,Ferro-Fibrous,Endo Steel,211,97,107,41,30,-11,Biped,4,4,0,0,0,None,39.1,68,68,25,"2xLRM 20 Artemis Ammo:RT, 1xCASE:LT, 1xER Large Laser:LA, 1xLRM 20:RT, 1xCASE:RT, 1xER Large Laser:RA, 2xSmall Pulse Laser:CT, 1xLRM 20:LT, 1xArtemis IV FCS:LT, 1xAnti-Missile System:HD, 1xECM Suite:LT, 1xArtemis IV FCS:RT, 1xAMS Ammo:RT, 2xLRM 20 Artemis Ammo:LT, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine","Battle Fists (LA), Battle Fists (RA), Command Mech, Stable, Ubiquitous (Inner Sphere)",,,,,,,
Archer,ARC-1A,3721,2458,1269,5965640,Advanced,Inner Sphere,D/D-X-X-F,Mek,BattleMek,0, Fusion,255,XTR:Primitives V,Missile Boat,Primitive,Standard,171,79,107,18,10,-8,Biped,3,3,0,0,0,None,19.7,50,50,21,"2xLRM 20 Ammo:LT, 1xLRM 20:LT, 1xMedium Laser:RA, 2xLRM 20 Ammo:RT, 1xLRM 20:RT, 1xMedium Laser:LA, 1xPrimitive Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine","Battle Fists (LA), Battle Fists (RA), Command Mech, Easy to Maintain, Extended Torso Twist, Stable, Ubiquitous (Inner Sphere), Difficult Ejection",,,,,,,
Archer,ARC-2K,73,2856,1356,6170773,Introductory,Inner Sphere,D/X-E-D-D,Mek,BattleMek,0, Fusion,280,TR:3039,Missile Boat,Standard Armor,Standard,176,81,107,26,12,-14,Biped,4,4,0,0,0,None,16.2,46,46,21,"1xLRM 15:LT, 1xLarge Laser:RA, 1xLarge Laser:LA, 2xLRM 15 Ammo:LT, 1xLRM 15:RT, 2xLRM 15 Ammo:RT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine","Battle Fists (LA), Battle Fists (RA), Command Mech, Stable, Ubiquitous (Inner Sphere)",,,,,,,
Archer,ARC-2R,74,2474,1477,6384973,Introductory,Inner Sphere,D/C-E-D-D,Mek,BattleMek,0, Fusion,280,TR:3039,Missile Boat,Standard Armor,Standard,208,96,107,24,10,-14,Biped,4,4,0,0,0,None,18.9,60,60,21,"2xLRM 20 Ammo:LT, 1xLRM 20:LT, 1xMedium Laser:RA, 2xMedium Laser:CT, 2xLRM 20 Ammo:RT, 1xLRM 20:RT, 1xMedium Laser:LA, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine","Battle Fists (LA), Battle Fists (RA), Command Mech, Stable, Ubiquitous (Inner Sphere)",,,,,,,
